index,full_name,sex,age,nationality,Job,Height,picture
1001,Ronda_Rousey,F,1987,USA,Player,170,png
1002,Rooney_Mara,F,1985,USA,Actor,160,png
1003,Rory_Kennedy,F,1968,USA,Producer,,png
1004,Rose_McIver,F,1988,New Zealand ,Actor,162,png
1005,Roshon_Fegan,M,1991,USA,Actor,173,png
1006,Rosie_Huntington-Whiteley,F,1987,UK,Model,175,png
1007,Rowan_Atkinson,M,1955,UK,Actor,180,png
1008,Ruby_Dee,F,1922,USA,Actor,,png
1009,Rue_McClanahan,F,1934,USA,Actor,160,png
1010,Russell_Peters,M,1970,Canada,Actor,180,png
1011,Russell_Tovey,M,1981,UK,Actor,177,png
1012,Ruta_Lee,F,1935,Canada,Actor,,png
1013,Rutger_Hauer,M,1944,Netherlands,Actor,185,png
1014,Ruth_Jones,F,1966,UK,Actor,,png
1015,Ruth_Wilson,F,1982,UK,Actor,168,png
1016,Ryan_Kwanten,M,1976,Austrailia,Actor,178,png
1017,Ryan_McPartlin,M,1975,USA,Actor,190,png
1018,Ryan_Ochoa,M,1996,USA,Actor,165,png
1019,Ryan_Phillippe,M,1974,USA,Actor,175,png
1020,Ryan_Potter,M,1995,USA,Actor,173,png
1021,S._Epatha_Merkerson,F,1952,USA,Actor,,png
1022,Sally_Hawkins,F,1976,UK,Actor,157,png
1023,Sam_Heughan,M,1980,UK,Actor,191,png
1024,Sam_Neill,M,1947,New Zealand ,Actor,182,png
1025,Sam_Palladio,M,1986,UK,Actor,188,png
1026,Sam_Raimi,M,1959,USA,Director,,png
1027,Sam_Riley,M,1980,UK,Actor,185,png
1028,Sam_Trammell,M,1969,USA,Actor,,png
1029,Sam_Waterston,M,1940,USA,Actor,185,png
1030,Sam_Worthington,M,1976,UK,Actor,178,png
1031,Samantha_Barks,F,1990,UK,Musician,170,png
1032,Samira_Wiley,F,1987,USA,Actor,161,png
1033,Sammi_Hanratty,F,1995,USA,Actor,,png
1034,Sammy_Davis_Jr.,M,1925,USA,Actor,165,png
1035,Samuel_L._Jackson,M,1948,USA,Actor,189,png
1036,Sanaa_Lathan,F,1971,USA,Actor,170,png
1037,Sandra_Bernhard,F,1955,USA,Comedian,178,png
1038,Sandra_Oh,F,1971,Canada,Actor,168,png
1039,Santiago_Cabrera,M,1978,Chile ,Actor,183,png
1040,Sara_Gilbert,F,1975,USA,Actor,,png
1041,Sara_Ramirez,F,1975,Mexico,Actor,175,png
1042,Sarah_Bolger,F,1991,Ireland,Actor,159,png
1043,Sarah_Drew,F,1980,USA,Actor,164,png
1044,Sarah_Gadon,F,1987,Canada,Actor,160,png
1045,Sarah_Hyland,F,1990,USA,Actor,157,png
1046,Sarah_Palin,F,1964,USA,Politician,165,png
1047,Sarah_Paulson,F,1974,USA,Actor,168,png
1048,Sarah_Wayne_Callies,F,1977,USA,Actor,174,png
1049,Sasha_Pieterse,F,1996,USA,Actor,168,png
1050,Scott_Bakula,M,1954,USA,Actor,183,png
1051,Scott_Porter,M,1979,USA,Actor,182,png
1052,Scott_Speedman,M,1975,Canada,Actor,180,png
1053,Sean_Bean,M,1959,UK,Actor,179,png
1054,Sean_Connery,M,1930,UK,Director,189,png
1055,Sean_Kanan,M,1966,USA,Actor,180,png
1056,Sean_Maher,M,1975,USA,Actor,,png
1057,Sean_Patrick_Flanery,M,1965,USA,Actor,,png
1058,Sean_Pertwee,M,1964,UK,Actor,183,png
1059,Seann_William_Scott,M,1976,USA,Actor,180,png
1060,Sebastian_De_Souza,M,1993,UK,Actor,175,png
1061,Sela_Ward,F,1956,USA,Actor,171,png
1062,Selma_Blair,F,1972,USA,Actor,160,png
1063,Sendhil_Ramamurthy,M,1974,USA,Actor,,png
1064,Senta_Berger,F,1941,Austrailia,Actor,163,png
1065,Serinda_Swan,F,1984,Canada,Actor,170,png
1066,Seth_Green,M,1974,USA,Actor,163,png
1067,Seth_MacFarlane,M,1973,USA,Actor,178,png
1068,Seth_Meyers,M,1973,USA,Actor,183,png
1069,Seth_Rogen,M,1982,Canada,Actor,180,png
1070,Shahid_Kapoor,M,1981,India,Actor,174,png
1071,Shailene_Woodley,F,1991,USA,Actor,173,png
1072,Shane_West,M,1978,USA,Actor,182,png
1073,Shannen_Doherty,F,1971,USA,Actor,160,png
1074,Sharlto_Copley,M,1973,South Africa,Actor,183,png
1075,Sharni_Vinson,F,1983,Austrailia,Actor,,png
1076,Sharon_Gless,F,1943,USA,Actor,,png
1077,Shay_Mitchell,F,1987,Canada,Actor,171,png
1078,Shemar_Moore,M,1970,USA,Actor,185,png
1079,Sheridan_Smith,F,1981,UK,Actor,157,png
1080,Sherri_Saum,F,1974,USA,Actor,170,png
1081,Sherri_Shepherd,F,1967,USA,Actor,155,png
1082,Sheryl_Lee_Ralph,F,1956,USA,Actor,,png
1083,Shiloh_Fernandez,M,1985,USA,Actor,,png
1084,Shiri_Appleby,F,1978,USA,Actor,159,png
1085,Shirley_Manson,F,1966,UK,Musician,170,png
1086,Shohreh_Aghdashloo,F,1952,Iran,Actor,,png
1087,Shonda_Rhimes,F,1970,USA,Producer,,png
1088,Shraddha_Kapoor,F,1987,India,Actor,168,png
1089,Sidharth_Malhotra,M,1985,India,Actor,185,png
1090,Sidse_Babett_Knudsen,F,1968,Denmark,Actor,,png
1091,Sienna_Guillory,F,1975,UK,Actor,,png
1092,Silas_Weir_Mitchell,M,1829,USA,Doctor,,png
1093,Simon_Baker,M,1969,Austrailia,Actor,178,png
1094,Simon_Callow,M,1949,UK,Actor,,png
1095,Simon_Pegg,M,1970,UK,Actor,178,png
1096,Skylar_Astin,M,1987,USA,Actor,178,png
1097,Smokey_Robinson,M,1940,USA,Musician,,png
1098,Sofia_Coppola,F,1971,USA,Director,164,png
1099,Sonam_Kapoor,F,1985,India,Actor,177,png
1100,Sonja_Sohn,F,1964,USA,Actor,,png
1101,Sophie_Okonedo,F,1968,UK,Actor,,png
1102,Spencer_Boldman,M,1992,USA,Actor,188,png
1103,Stacy_Keach,M,1941,USA,Actor,182,png
1104,Stan_Lee,M,1922,USA,Writer,180,png
1105,Stana_Katic,F,1978,Canada,Actor,175,png
1106,Stanley_Tucci,M,1960,USA,Actor,172,png
1107,Stefanie_Powers,F,1942,USA,Actor,170,png
1108,Stephen_Baldwin,M,1966,USA,Actor,178,png
1109,Stephen_Colbert,M,1964,USA,Comedian,180,png
1110,Stephen_Fry,M,1957,UK,Actor,196,png
1111,Stephen_Lang,M,1952,USA,Actor,179,png
1112,Stephen_Mangan,M,1968,UK,Actor,,png
1113,Stephen_Merchant,M,1974,UK,Writer,201,png
1114,Sterling_Knight,M,1989,USA,Actor,177,png
1115,Steve_Burton,M,1970,USA,Actor,180,png
1116,Steve_Carell,M,1962,USA,Comedian,175,png
1117,Steve_Harvey,M,1957,USA,Comedian,188,png
1118,Steve_Jobs,M,1955,USA,Entrepreneur,,png
1119,Steve_Martin,M,1945,USA,Actor,183,png
1120,Steven_Bauer,M,1956,USA,Actor,185,png
1121,Steven_Berkoff,M,1937,UK,Actor,,png
1122,Steven_Moffat,M,1961,UK,Writer,,png
1123,Steven_R._McQueen,M,1988,USA,Actor,183,png
1124,Steven_Soderbergh,M,1963,USA,Director,,png
1125,Steven_Yeun,M,1983,Korea,Actor,175,png
1126,Stevie_Wonder,M,1950,USA,Musician,,png
1127,Sung_Kang,M,1972,Korea,Actor,183,png
1128,Sunny_Leone,F,1981,Canada,Actor,163,png
1129,Suraj_Sharma,M,1994,India,Actor,,png
1130,Susan_Lucci,F,1946,USA,Actor,155,png
1131,Susanne_Bier,F,1960,Denmark,Director,,png
1132,Suzanne_Pleshette,F,1937,USA,Actor,,png
1133,Sydney_Pollack,M,1934,USA,Director,,png
1134,T.J._Miller,M,1981,USA,Actor,188,png
1135,Tabu,F,1971,India,Actor,174,png
1136,Tahj_Mowry,M,1986,USA,Actor,168,png
1137,Tahmoh_Penikett,M,1975,Canada,Actor,,png
1138,Tamala_Jones,F,1974,USA,Actor,,png
1139,Tamara_Taylor,F,1970,Canada,Actor,,png
1140,Tamara_Tunie,F,1959,USA,Actor,,png
1141,Tamer_Hassan,M,1968,UK,Actor,190,png
1142,Tamera_Mowry-Housley,F,1978,USA,Actor,164,png
1143,Tamsin_Greig,F,1966,UK,Actor,,png
1144,Tanya_Tate,F,1979,UK,Model,,png
1145,Taraji_P._Henson,F,1970,USA,Actor,165,png
1146,Taryn_Manning,F,1978,USA,Actor,158,png
1147,Tatiana_Maslany,F,1985,Canada,Actor,163,png
1148,Tatyana_Ali,F,1979,USA,Actor,162,png
1149,Tavi_Gevinson,F,1996,USA,Writer,,png
1150,Taylor_Kitsch,M,1981,Canada,Actor,181,png
1151,Taylor_Lautner,M,1992,USA,Actor,174,png
1152,Taylor_Momsen,F,1993,USA,Musician,173,png
1153,Taylor_Swift,F,1989,USA,Musician,178,png
1154,Teala_Dunn,F,1996,USA,Actor,159,png
1155,Ted_Danson,M,1947,USA,Actor,188,png
1156,Terence_Stamp,M,1938,UK,Actor,183,png
1157,Teri_Hatcher,F,1964,USA,Actor,168,png
1158,Terrence_Howard,M,1969,USA,Actor,184,png
1159,Thandie_Newton,F,1972,UK,Actor,160,png
1160,Theo_James,M,1984,UK,Actor,183,png
1161,Theo_Rossi,M,1975,USA,Actor,180,png
1162,Thomas_Dekker,M,1987,USA,Actor,175,png
1163,Thomas_Gibson,M,1962,USA,Actor,187,png
1164,Thomas_Haden_Church,M,1960,USA,Actor,183,png
1165,Thomas_Ian_Nicholas,M,1980,USA,Actor,173,png
1166,Thomas_Jane,M,1969,USA,Actor,180,png
1167,Thomas_Lennon,M,1970,USA,Actor,,png
1168,Tilda_Swinton,F,1960,UK,Actor,179,png
1169,Tim_Burton,M,1958,USA,Director,,png
1170,Tim_Daly,M,1956,USA,Actor,185,png
1171,Tim_Gunn,M,1953,USA,Broadcaster ,188,png
1172,Tim_Minchin,M,1975,Austrailia,Comedian,,png
1173,Timothy_Spall,M,1957,UK,Actor,,png
1174,Tinsel_Korey,F,1980,Canada,Actor,,png
1175,Titus_Welliver,M,1961,USA,Actor,182,png
1176,Toby_Jones,M,1966,UK,Actor,165,png
1177,Toby_Stephens,M,1969,UK,Actor,180,png
1178,Todd_Lasance,M,1985,Austrailia,Actor,,png
1179,Tom_Arnold,M,1959,USA,Actor,,png
1180,Tom_Bergeron,M,1955,USA,Broadcaster ,175,png
1181,Tom_Ford,M,1961,USA,Director,183,png
1182,Tom_Hiddleston,M,1981,UK,Actor,188,png
1183,Tom_Hooper,M,1972,UK,Director,,png
1184,Tom_Kenny,M,1962,USA,Actor,180,png
1185,Tom_Mison,M,1982,UK,Actor,185,png
1186,Tom_Selleck,M,1945,USA,Actor,192,png
1187,Tony_Curran,M,1969,UK,Actor,,png
1188,Tracey_Gold,F,1969,USA,Actor,,png
1189,Tracy_Morgan,M,1968,USA,Comedian,178,png
1190,Tristan_Wilds,M,1989,USA,Actor,182,png
1191,Troye_Sivan,M,1995,Austrailia,Actor,174,jpg
1192,Tupac_Shakur,M,1971,USA,Musician,,jpg
1193,Ty_Pennington,M,1964,USA,Actor,183,jpg
1194,Tye_Sheridan,M,1996,USA,Actor,171,jpg
1195,Tyler_Blackburn,M,1986,USA,Actor,179,jpg
1196,Tyler_Hoechlin,M,1987,USA,Actor,183,jpg
1197,Tyler_James_Williams,M,1992,USA,Actor,173,jpg
1198,Usher_Raymond,M,1978,USA,Musician,171,jpg
1199,Uzo_Aduba,F,1981,USA,Actor,,jpg
1200,Vanessa_Hudgens,F,1988,USA,Actor,155,jpg
1201,Vanessa_Lachey,F,1980,USA,Model,,jpg
1202,Vanessa_Marcil,F,1968,USA,Actor,163,jpg
1203,Vanilla_Ice,M,1967,USA,Musician,180,jpg
1204,Veronica_Ferres,F,1965,Germany,Actor,178,jpg
1205,Vicky_McClure,F,1983,England,Actor,,jpg
1206,Victoria_Justice,F,1993,USA,Musician,166,jpg
1207,Victoria_Rowell,F,1959,USA,Actor,170,jpg
1208,Vidya_Balan,F,1979,India,Actor,163,jpg
1209,Viggo_Mortensen,M,1958,Denmark,Actor,180,jpg
1210,Vince_Gilligan,M,1967,USA,Writer,,jpg
1211,Vincent_Cassel,M,1966,France,Actor,187,jpg
1212,Vincent_Martella,M,1992,USA,Actor,,jpg
1213,Vincent_Pastore,M,1946,USA,Actor,,jpg
1214,Violante_Placido,F,1976,Italy,Musician,,jpg
1215,Virginia_Madsen,F,1961,USA,Actor,,jpg
1216,Walter_Matthau,M,1920,USA,Actor,189,jpg
1217,Walton_Goggins,M,1971,USA,Actor,178,jpg
1218,Wanda_Sykes,F,1964,USA,Actor,,jpg
1219,Wendell_Pierce,M,1963,USA,Actor,,jpg
1220,Wendi_McLendon-Covey,F,1969,USA,Actor,172,jpg
1221,Wendy_Williams,F,1964,USA,Actor,180,jpg
1222,Wentworth_Miller,M,1972,England,Actor,185,jpg
1223,Wes_Bentley,M,1978,USA,Actor,180,jpg
1224,Wesley_Snipes,M,1962,USA,Actor,175,jpg
1225,Whitney_Cummings,F,1982,USA,Actor,180,jpg
1226,Will_Arnett,M,1970,Canada,Actor,189,jpg
1227,Will_Forte,M,1970,USA,Actor,175,jpg
1228,Will_Mellor,M,1976,England,Actor,,jpg
1229,Will_Poulter,M,1993,England,Actor,188,jpg
1230,Will_Yun_Lee,M,1971,USA,Actor,,jpg
1231,Willem_Dafoe,M,1955,USA,Actor,178,jpg
1232,William_Baldwin,M,1963,USA,Actor,187,jpg
1233,William_Fichtner,M,1956,USA,Actor,184,jpg
1234,William_Levy,M,1980,USA,Actor,183,jpg
1235,Wilson_Cruz,M,1973,USA,Actor,,jpg
1236,Wim_Wenders,M,1945,Germany,Director,,jpg
1237,Witney_Carson,F,1993,USA,Dancer,160,jpg
1238,Woody_Harrelson,M,1961,USA,Actor,178,jpg
1239,Xavier_Samuel,M,1983,Austrailia,Actor,179,jpg
1240,Yeardley_Smith,F,1964,USA,Actor,,jpg
1241,Yvette_Nicole_Brown,F,1971,USA,Actor,,jpg
1242,Zac_Efron,M,1987,USA,Actor,173,jpg
1243,Zach_Braff,M,1975,USA,Actor,183,jpg
1244,Zach_Galifianakis,M,1969,USA,Actor,170,jpg
1245,Zachary_Gordon,M,1998,USA,Actor,175,jpg
1246,Zachary_Levi,M,1980,USA,Actor,191,jpg
1247,Zachary_Quinto,M,1977,USA,Actor,188,jpg
1248,Zack_Snyder,M,1966,USA,Actor,170,jpg
1249,Zoe_Saldana,F,1978,USA,Actor,170,jpg
1250,Zulay_Henao,F,1979,Columbia,Actor,165,jpg
